cid	MDS_01	MDS_02	MDS_03	MDS_04	MDS_05	MDS_06	MDS_07	MDS_08	MDS_09	MDS_10	MDS_11	MDS_12	SESA	smiles	Substrate	strlen	NumValenceElectrons	NumHeteroatoms	MinPartialCharge	MaxPartialCharge	MinAbsPartialCharge	MaxAbsPartialCharge	MolecularWeight	HBondAcceptorCount	HBondDonorCount	RotatableBondCount	Complexity	HallKierAlpha	LabuteASA	NumRings	NumAmideBonds	NumBridgeheadAtoms	NumHeterocycles	NumLipinskiHBA	NumLipinskiHBD	NumSpiroAtoms	TPSA	NumAliphaticRings	NumAliphaticCarbocycles	NumAliphaticHeterocycles	NumAromaticRings	NumAromaticCarbocycles	NumAromaticHeterocycles	NumSaturatedCarbocycles	NumSaturatedHeterocycles	NumSaturatedRings	FractionCSP3	Eccentricity	Asphericity	InertialShapeFactor	NPR1	NPR2	SpherocityIndex	RadiusOfGyration	MolLogP	MolMR	HeavyAtomCount	VanDerWaalsVolume	Charge	SASA	AtomStereoCount	BondStereoCount	C_O	C_O_noCOO	Al_OH	Ar_OH	methoxy	oxime	ester	Al_COO	Ar_COO	COO	COO2	ketone	ether	phenol	aldehyde	quatN	NH2	NH1	NH0	Ar_N	Ar_NH	aniline	Imine	nitrile	hdrzine	hdrzone	nitroso	N_O	nitro	azo	diazo	azide	amide	priamide	amidine	guanido	Nhpyrrole	imide	isocyan	isothiocyan	thiocyan	halogen	alkyl_halide	sulfide	SH	C_S	sulfone	sulfonamd	prisulfonamd	barbitur	urea	term_acetylene	imidazole	furan	thiophene	thiazole	oxazole	pyridine	piperdine	piperzine	morpholine	lactam	lactone	tetrazole	epoxide	unbrch_alkane	bicyclic	benzene	phos_acid	phos_ester	nitro_arom	nitro_arom_nonortho	dihydropyridine	phenol_noOrthoHbond	Al_OH_noTert	benzodiazepine	para_hydroxylation	allylic_oxid	aryl_methyl	Ndealkylation1	Ndealkylation2	alkyl_carbamate	ketone_Topliss	ArN	HOCCN	primary_alcohol	secondary_alcohol	tertiary_alcohol	coumarin	thiophenol	hydroxyamino	SolventExcludedVolume	VoidVolume	PackingDensity
1512	-0.518203442636689	-2.1871875412059176	-0.8515495755817883	-1.2446905228459464	0.7209818673357388	0.2228813007289605	-0.6702119318264224	-0.23264057616010117	-0.37831353600413764	0.09475564898761286	-0.31181558433352036	-0.2836933034160967	344.6188049316406	C(C1C(C(C(C(O1)O)O)O)O)O	L-Idose	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.9029219077624291	0.20936825896626385	0.0019693861263887246	0.4298046399035911	0.729526543667609	0.3989938367342336	2.272688044798851	-3.2213999999999987	35.98599999999999	12	274.251	0	213.77511124239155	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	304.833	30.582	0.900
1513	-0.5153811211433016	-2.1699732010518993	-0.8618938944006652	-1.2156900913953868	0.7113190216562071	0.23657993449672562	-0.6519338790728673	-0.2008384624880661	-0.3873186008685325	0.07415832579182777	-0.3079605867491837	-0.2881663759535785	342.7182922363281	C(C1C(C(C(C(O1)O)O)O)O)O	L-Idose	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.9029219077624291	0.20936825896626385	0.0019693861263887246	0.4298046399035911	0.729526543667609	0.3989938367342336	2.272688044798851	-3.2213999999999987	35.98599999999999	12	273.915	0	213.77511124239155	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	296.181	22.266	0.925
1514	-1.01082104458279	-0.36341694739885827	0.87023411084123	0.45954123542469105	0.2626508587515775	-0.2938294844248539	0.1361884014001015	0.8829157506853198	-0.16300581556456337	0.47397846418097406	1.0776892283411972	0.40621658348218004	208.81053161621094	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	161.520	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	174.087	12.568	0.928
1515	0.1109747123789232	-0.15511196498866706	1.520632770041799	0.4176958214261017	0.7028447726386293	-0.9385522287270994	0.8407162349408535	0.0669872169381817	-1.6608306520794354	0.3742711832833486	0.7462351947805056	0.14857465250529858	282.701904296875	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	225.604	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	244.410	18.806	0.923
1516	0.34961838146616037	0.45958934545225216	1.5191128620419831	0.705261980232077	0.7962701437029658	-1.3040623895189114	0.20125585616362332	-0.5148480942143956	-1.7479201468687335	0.21271868514022463	0.8340782488623627	-0.05638777181205035	292.9414978027344	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	228.576	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	247.557	18.981	0.923
1517	1.5560751013432366	0.3223087100000695	0.9797297372470947	-0.8220465965371878	0.2020539884986731	-0.32880457267205293	1.0342356403034854	0.29995129125994363	-0.09820170161534754	0.8435558902780146	-0.6296841257306357	-0.703910237599297	289.9379577636719	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	224.837	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	242.885	18.049	0.926
1518	-1.0460069735117556	-0.23745525663340392	0.6643714428226207	0.8067285269679075	0.25607069683701345	0.17131456305034706	0.6248818803153169	0.5355389233331181	0.8302493229538538	0.4754541705584349	0.26622814514371324	-0.025234345652898987	191.94105529785156	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	149.070	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	157.328	8.258	0.948
1519	0.6003254683510137	1.8793795203390993	-0.20338605026022225	-1.003974239832362	0.23156774979610692	-0.40435831909846814	0.04753795986264797	-0.2778533594211756	0.6333916355571109	-0.5759771462061942	0.1792669102809892	0.530660040843654	244.13487243652344	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	195.849	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	209.802	13.954	0.933
1520	-0.368051769774247	-0.20860356856278464	-0.1510861898800561	-0.3068501152601841	-0.09055886717545773	0.043710097114588904	0.4328004752988033	0.7440845939412464	0.5039943331449249	0.10140228711224236	-0.48984629239980504	0.8781032216028125	253.1693572998047	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	204.611	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	220.860	16.250	0.926
1521	-0.9629256235459335	-0.3059880375633746	-0.9508575955586264	0.4298572768305768	0.7594809212085428	0.20816140396018287	0.41549028360006135	1.1415773093050863	0.21541753036166308	0.48278618457354994	0.10895450464722296	0.08799930425594621	239.3494110107422	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	191.804	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	198.659	6.855	0.965
1522	-0.6047848158438617	-0.8107860200676859	-0.8769525393925105	-0.33086668880410364	1.1465539051499039	0.021920052681392466	-0.0639477063872105	-0.11743719461284491	-0.20928968874393195	0.5582187286192305	0.021968168339356938	-0.21409271339719194	303.0364990234375	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	244.100	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	258.776	14.676	0.943
1523	-0.40995630262877	0.7819759734528121	-1.1927784672338486	0.7175675962789742	1.169028429741785	0.11795637341819136	-0.5997418962243897	-0.3529039196450298	0.1622940269250318	0.05824163399186605	0.015278852632486425	-0.23844700523702278	265.1451721191406	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	219.364	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	227.686	8.322	0.963
1524	-0.1699598993558741	0.24820255601536712	0.020837855261073793	-0.04420957717297997	0.1349193872129667	-1.9872685659425466	-0.5121288868537972	-0.7369164018855145	0.37771170688513417	-1.3709944089109758	1.712995982709204	0.7650705375527136	259.86767578125	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	208.640	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	221.803	13.164	0.941
1525	-0.6397000381044475	-0.6968491365775069	-1.2497510936078682	-0.5425787390835196	0.2043020259346595	-0.4025814278241471	0.11212946121039276	0.21385590867407767	-0.27497351216681576	-0.030306118284048836	0.3531247618267983	0.3221671634296293	271.04534912109375	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	218.988	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	239.571	20.583	0.914
1526	-0.6756561407754833	-1.3375936678511844	0.2749876163489322	-1.3718524339825597	-0.9103091658960593	-0.6271301676725521	-0.4547757659019483	-0.6954886435359025	0.6189345015938401	0.9084560548347711	-0.1574184950067218	-0.23965829653445314	320.16180419921875	C(C1C(C(C(C(O1)O)O)O)O)O	(1,4-alpha-D-Glucosyl)n	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8979299701313886	0.20528930627690153	0.001763859367806758	0.4401383518166117	0.7016279721802343	0.3896257468671067	2.317787107296058	-3.2213999999999987	35.98599999999999	12	252.159	0	218.47593025525583	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	275.669	23.509	0.915
1527	-0.6292101701297752	-1.1116975244596945	-1.2438197263240196	-1.349292028256882	-0.02721738365326012	-0.23787447440719708	-0.2635873274922617	-0.06328487808890179	-0.32942699636770695	0.3533780238147679	0.11625061152530537	0.06578726790212376	298.15081787109375	C(C1C(C(C(C(O1)O)O)O)O)O	D-Altrose	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8840694997002044	0.1684383240409582	0.0021665769996642675	0.4673554532685268	0.8164549055055633	0.4410745010231867	2.260716145718616	-3.2213999999999987	35.98599999999999	12	244.146	0	218.15058220465673	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	264.040	19.894	0.925
1528	-0.2092511281330427	-0.4181034113506552	-0.6869775709400168	-0.6036696690796943	-1.0728869068064493	-0.4106427869914686	1.3673627501788594	0.7594739521946702	0.47412011266667503	-0.8565594647548425	0.4213030820858072	-0.9512829447337223	275.3152770996094	C(C1C(C(C(C(O1)O)O)O)O)O	D-Altrose	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8840694997002044	0.1684383240409582	0.0021665769996642675	0.4673554532685268	0.8164549055055633	0.4410745010231867	2.260716145718616	-3.2213999999999987	35.98599999999999	12	221.055	0	218.15058220465673	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	236.190	15.135	0.936
1529	-0.7496041937736698	-1.0834706983898423	-1.1095198580190617	0.0007134554495776333	0.6039632000756195	0.7432630279285658	0.14008532032826493	-0.09958093359277077	0.3873293729463248	1.8797721504175915	1.2399895146006743	0.12728418274954686	235.09149169921875	C(C1C(C(C(C(O1)O)O)O)O)O	D-Altrose	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8840694997002044	0.1684383240409582	0.0021665769996642675	0.4673554532685268	0.8164549055055633	0.4410745010231867	2.260716145718616	-3.2213999999999987	35.98599999999999	12	183.850	0	218.15058220465673	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	195.652	11.803	0.940
1530	-0.4282795101498134	-1.8749285325014722	0.25062281781142404	-1.448038592151172	-1.259178558505177	-0.3941647950343709	-0.5450207888032871	-0.13609859814660494	0.0057456033282615795	0.24062016447616727	-0.18060986599355286	-0.384875336006842	366.1766052246094	C(C1C(C(C(C(O1)O)O)O)O)O	D-Altrose	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8840694997002044	0.1684383240409582	0.0021665769996642675	0.4673554532685268	0.8164549055055633	0.4410745010231867	2.260716145718616	-3.2213999999999987	35.98599999999999	12	289.461	0	218.15058220465673	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	318.838	29.377	0.908
1531	0.2000182056268737	-0.14557681679504764	-0.795002220573235	0.5603089522480009	0.05169450026127568	-1.7246527903756312	-0.6365917263687254	-0.5389523035703344	0.44920482749922463	-1.0914827427974367	0.9111306116812607	0.4673586572443693	239.4050750732422	C(C1C(C(C(C(O1)O)O)O)O)O	D-Altrose	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8840694997002044	0.1684383240409582	0.0021665769996642675	0.4673554532685268	0.8164549055055633	0.4410745010231867	2.260716145718616	-3.2213999999999987	35.98599999999999	12	194.702	0	218.15058220465673	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	204.312	9.610	0.953
1532	0.8302618149484248	-1.6052503947083965	1.2202674005229663	0.6152724017676449	0.053339232702562585	0.045087995117156776	0.67523046479138	0.26630515428128804	-1.3701182780326209	0.19642258724246955	-0.027025115506490328	-0.09805198997005188	310.2530822753906	C(C1C(C(C(C(O1)O)O)O)O)O	D-Altrose	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8840694997002044	0.1684383240409582	0.0021665769996642675	0.4673554532685268	0.8164549055055633	0.4410745010231867	2.260716145718616	-3.2213999999999987	35.98599999999999	12	249.654	0	218.15058220465673	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	272.428	22.774	0.916
1533	-0.6929501271312878	-1.9686461340059866	-0.9207134428664311	-1.24921732043907	0.6869729597134433	0.09043308869942794	-0.5185335445406806	-0.24050100457043735	-0.5419148050214881	0.12805240098954435	-0.2667610219862158	-0.35806694571890896	311.81427001953125	C(C1C(C(C(C(O1)O)O)O)O)O	D-Altrose	24	72	6	-0.39356651600294495	0.2134634098101127	0.2134634098101127	0.39356651600294495	180.1560000000001	6	5	6	468.1997760112523	-0.24000000000000002	85.93584172942023	1	0	0	1	6	5	0	110.38000000000001	1	0	1	0	0	0	0	1	1	1.0	0.8840694997002044	0.1684383240409582	0.0021665769996642675	0.4673554532685268	0.8164549055055633	0.4410745010231867	2.260716145718616	-3.2213999999999987	35.98599999999999	12	252.611	0	218.15058220465673	5	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	19	0	0	0	0	274.534	21.923	0.920
